       x      y[0]       y[1]
-------------- rkf ----------------
  0.594000  -1.003828   0.274070
  0.595000  -1.003536   0.274002
  0.596000  -1.003248   0.273934
  0.597000  -1.002962   0.273866
  0.598000  -1.002679   0.273800
  0.599000  -1.002398   0.273734
  0.600000  -1.002121   0.273668
  0.601000  -1.001846   0.273604
  0.602000  -1.001574   0.273540
  0.603000  -1.001304   0.273477
  0.604000  -1.001038   0.273414
  0.605000  -1.000774   0.273352
  0.606000  -1.000513   0.273291
  0.607000  -1.000254   0.273231
  0.608000  -0.999999   0.273171
  0.609000  -0.999746   0.273112
  0.610000  -0.999495   0.273053
  0.611000  -0.999248   0.272996
  0.612000  -0.999003   0.272939
  0.613000  -0.998760   0.272882
  0.614000  -0.998520   0.272826
  0.615000  -0.998283   0.272771
  0.616000  -0.998049   0.272717
  0.617000  -0.997817   0.272663
  0.618000  -0.997587   0.272610
  0.619000  -0.997361   0.272558
  0.620000  -0.997136   0.272506
  0.621000  -0.996915   0.272455
  0.622000  -0.996696   0.272404
  0.623000  -0.996479   0.272354
  0.624000  -0.996265   0.272305
  0.625000  -0.996054   0.272257
  0.626000  -0.995845   0.272209
  0.627000  -0.995639   0.272161
  0.628000  -0.995435   0.272115
  0.629000  -0.995233   0.272069
  0.630000  -0.995035   0.272023
  0.631000  -0.994838   0.271978
  0.632000  -0.994644   0.271934
  0.633000  -0.994453   0.271891
  0.634000  -0.994264   0.271848
  0.635000  -0.994077   0.271805
  0.636000  -0.993893   0.271764
  0.637000  -0.993711   0.271723
  0.638000  -0.993532   0.271682
  0.639000  -0.993355   0.271642
  0.640000  -0.993180   0.271603
  0.641000  -0.993008   0.271564
  0.642000  -0.992839   0.271526
  0.643000  -0.992671   0.271489
  0.644000  -0.992506   0.271452
  0.645000  -0.992344   0.271416
  0.646000  -0.992183   0.271380
  0.647000  -0.992025   0.271345
  0.648000  -0.991870   0.271310
  0.649000  -0.991716   0.271276
  0.650000  -0.991565   0.271243
  0.651000  -0.991416   0.271210
  0.652000  -0.991270   0.271178
  0.653000  -0.991126   0.271146
  0.654000  -0.990984   0.271115
  0.655000  -0.990844   0.271085
  0.656000  -0.990707   0.271055
  0.657000  -0.990572   0.271026
  0.658000  -0.990439   0.270997
  0.659000  -0.990308   0.270969
  0.660000  -0.990180   0.270941
  0.661000  -0.990054   0.270914
  0.662000  -0.989930   0.270887
  0.663000  -0.989808   0.270861
  0.664000  -0.989688   0.270836
  0.665000  -0.989571   0.270811
  0.666000  -0.989456   0.270787
  0.667000  -0.989343   0.270763
  0.668000  -0.989232   0.270740
  0.669000  -0.989123   0.270717
  0.670000  -0.989016   0.270695
  0.671000  -0.988912   0.270673
  0.672000  -0.988810   0.270652
  0.673000  -0.988709   0.270631
  0.674000  -0.988611   0.270611
  0.675000  -0.988515   0.270592
  0.676000  -0.988421   0.270573
  0.677000  -0.988330   0.270555
  0.678000  -0.988240   0.270537
  0.679000  -0.988152   0.270519
  0.680000  -0.988067   0.270502
  0.681000  -0.987983   0.270486
  0.682000  -0.987902   0.270470
  0.683000  -0.987822   0.270455
  0.684000  -0.987745   0.270440
  0.685000  -0.987669   0.270426
  0.686000  -0.987596   0.270412
  0.687000  -0.987525   0.270399
  0.688000  -0.987455   0.270386
  0.689000  -0.987388   0.270374
  0.690000  -0.987322   0.270362
  0.691000  -0.987259   0.270351
  0.692000  -0.987198   0.270340
  0.693000  -0.987138   0.270329
  0.694000  -0.987081   0.270320
  0.695000  -0.987025   0.270310
  0.696000  -0.986972   0.270302
  0.697000  -0.986920   0.270293
  0.698000  -0.986870   0.270285
  0.699000  -0.986822   0.270278
  0.700000  -0.986776   0.270271
  0.701000  -0.986732   0.270265
  0.702000  -0.986690   0.270259
  0.703000  -0.986650   0.270253
  0.704000  -0.986612   0.270248
  0.705000  -0.986575   0.270244
  0.706000  -0.986541   0.270240
  0.707000  -0.986508   0.270236
  0.708000  -0.986477   0.270233
  0.709000  -0.986448   0.270231
  0.710000  -0.986421   0.270228
  0.711000  -0.986396   0.270227
  0.712000  -0.986372   0.270225
  0.713000  -0.986351   0.270225
  0.714000  -0.986331   0.270224
  0.715000  -0.986313   0.270224
  0.716000  -0.986296   0.270225
  0.717000  -0.986282   0.270226
  0.718000  -0.986269   0.270228
  0.719000  -0.986258   0.270229
  0.720000  -0.986249   0.270232
  0.721000  -0.986242   0.270235
  0.722000  -0.986236   0.270238
  0.723000  -0.986233   0.270242
  0.724000  -0.986230   0.270246
  0.725000  -0.986230   0.270250
  0.726000  -0.986231   0.270255
  0.727000  -0.986235   0.270261
  0.728000  -0.986239   0.270267
  0.729000  -0.986246   0.270273
  0.730000  -0.986254   0.270280
  0.731000  -0.986264   0.270287
  0.732000  -0.986276   0.270294
  0.733000  -0.986289   0.270302
  0.734000  -0.986304   0.270311
  0.735000  -0.986321   0.270320
  0.736000  -0.986339   0.270329
  0.737000  -0.986359   0.270339
  0.738000  -0.986381   0.270349
  0.739000  -0.986404   0.270359
  0.740000  -0.986429   0.270370
  0.741000  -0.986455   0.270382
  0.742000  -0.986484   0.270393
  0.743000  -0.986513   0.270405
  0.744000  -0.986545   0.270418
  0.745000  -0.986578   0.270431
  0.746000  -0.986613   0.270444
  0.747000  -0.986649   0.270458
  0.748000  -0.986687   0.270472
  0.749000  -0.986726   0.270487
  0.750000  -0.986767   0.270502
  0.751000  -0.986810   0.270517
  0.752000  -0.986854   0.270533
  0.753000  -0.986899   0.270549
  0.754000  -0.986947   0.270566
  0.755000  -0.986995   0.270582
  0.756000  -0.987046   0.270600
  0.757000  -0.987097   0.270617
  0.758000  -0.987151   0.270635
  0.759000  -0.987206   0.270654
  0.760000  -0.987262   0.270673
  0.761000  -0.987320   0.270692
  0.762000  -0.987379   0.270712
  0.763000  -0.987440   0.270731
  0.764000  -0.987503   0.270752
  0.765000  -0.987567   0.270773
  0.766000  -0.987632   0.270794
  0.767000  -0.987699   0.270815
  0.768000  -0.987767   0.270837
  0.769000  -0.987837   0.270859
  0.770000  -0.987908   0.270882
  0.771000  -0.987981   0.270904
  0.772000  -0.988055   0.270928
  0.773000  -0.988131   0.270951
  0.774000  -0.988208   0.270975
  0.775000  -0.988286   0.271000
  0.776000  -0.988366   0.271024
  0.777000  -0.988447   0.271049
  0.778000  -0.988530   0.271075
  0.779000  -0.988614   0.271101
  0.780000  -0.988699   0.271127
  0.781000  -0.988786   0.271153
  0.782000  -0.988874   0.271180
  0.783000  -0.988964   0.271207
  0.784000  -0.989055   0.271235
  0.785000  -0.989147   0.271262
  0.786000  -0.989241   0.271291
  0.787000  -0.989336   0.271319
  0.788000  -0.989433   0.271348
  0.789000  -0.989530   0.271377
  0.790000  -0.989630   0.271407
  0.791000  -0.989730   0.271437
  0.792000  -0.989832   0.271467
  0.793000  -0.989935   0.271497
  0.794000  -0.990039   0.271528
  0.795000  -0.990145   0.271559
  0.796000  -0.990252   0.271591
  0.797000  -0.990361   0.271623
  0.798000  -0.990470   0.271655
  0.799000  -0.990581   0.271687
  0.800000  -0.990694   0.271720
  0.801000  -0.990807   0.271753
  0.802000  -0.990922   0.271787
  0.803000  -0.991038   0.271821
  0.804000  -0.991155   0.271855
  0.805000  -0.991274   0.271889
  0.806000  -0.991394   0.271924
  0.807000  -0.991515   0.271959
  0.808000  -0.991637   0.271994
  0.809000  -0.991761   0.272030
  0.810000  -0.991886   0.272066
  0.811000  -0.992012   0.272102
  0.812000  -0.992139   0.272139
  0.813000  -0.992268   0.272175
  0.814000  -0.992397   0.272213
  0.815000  -0.992528   0.272250
  0.816000  -0.992660   0.272288
  0.817000  -0.992794   0.272326
  0.818000  -0.992928   0.272364
  0.819000  -0.993064   0.272403
  0.820000  -0.993201   0.272442
  0.821000  -0.993339   0.272481
  0.822000  -0.993478   0.272521
  0.823000  -0.993619   0.272561
  0.824000  -0.993760   0.272601
  0.825000  -0.993903   0.272641
  0.826000  -0.994047   0.272682
  0.827000  -0.994192   0.272723
  0.828000  -0.994338   0.272764
  0.829000  -0.994485   0.272806
  0.830000  -0.994634   0.272848
  0.831000  -0.994783   0.272890
  0.832000  -0.994934   0.272932
  0.833000  -0.995086   0.272975
  0.834000  -0.995239   0.273018
  0.835000  -0.995393   0.273061
  0.836000  -0.995548   0.273105
  0.837000  -0.995705   0.273149
  0.838000  -0.995862   0.273193
  0.839000  -0.996020   0.273237
  0.840000  -0.996180   0.273282
  0.841000  -0.996340   0.273327
  0.842000  -0.996502   0.273372
  0.843000  -0.996665   0.273417
  0.844000  -0.996829   0.273463
  0.845000  -0.996994   0.273509
  0.846000  -0.997160   0.273555
  0.847000  -0.997327   0.273602
  0.848000  -0.997495   0.273648
  0.849000  -0.997664   0.273695
  0.850000  -0.997834   0.273743
  0.851000  -0.998005   0.273790
  0.852000  -0.998177   0.273838
  0.853000  -0.998351   0.273886
  0.854000  -0.998525   0.273934
  0.855000  -0.998700   0.273983
  0.856000  -0.998876   0.274032
  0.857000  -0.999054   0.274081
  0.858000  -0.999232   0.274130
  0.859000  -0.999411   0.274179
  0.860000  -0.999592   0.274229
  0.861000  -0.999773   0.274279
  0.862000  -0.999955   0.274330
  0.863000  -1.000138   0.274380
  0.864000  -1.000323   0.274431
  0.865000  -1.000508   0.274482
  0.866000  -1.000694   0.274533
  0.867000  -1.000881   0.274585
  0.868000  -1.001069   0.274636
  0.869000  -1.001258   0.274688
  0.870000  -1.001448   0.274740
  0.871000  -1.001639   0.274793
  0.872000  -1.001831   0.274846
  0.873000  -1.002024   0.274898
  0.874000  -1.002218   0.274952
  0.875000  -1.002412   0.275005
  0.876000  -1.002608   0.275059
  0.877000  -1.002804   0.275112
  0.878000  -1.003002   0.275166
  0.879000  -1.003200   0.275221
  0.880000  -1.003399   0.275275
  0.881000  -1.003600   0.275330
  0.882000  -1.003801   0.275385
  0.883000  -1.004003   0.275440
  0.884000  -1.004206   0.275495
  0.885000  -1.004409   0.275551
  0.886000  -1.004614   0.275607
  0.887000  -1.004819   0.275663
  0.888000  -1.005026   0.275719
  0.889000  -1.005233   0.275776
  0.890000  -1.005441   0.275832
  0.891000  -1.005650   0.275889
  0.892000  -1.005860   0.275947
  0.893000  -1.006071   0.276004
  0.894000  -1.006282   0.276061
  0.895000  -1.006495   0.276119
  0.896000  -1.006708   0.276177
  0.897000  -1.006922   0.276235
  0.898000  -1.007137   0.276294
  0.899000  -1.007352   0.276352
  0.900000  -1.007569   0.276411
  0.901000  -1.007786   0.276470
  0.902000  -1.008005   0.276529
  0.903000  -1.008224   0.276589
  0.904000  -1.008443   0.276648
  0.905000  -1.008664   0.276708
  0.906000  -1.008886   0.276768
  0.907000  -1.009108   0.276828
  0.908000  -1.009331   0.276889
  0.909000  -1.009555   0.276949
  0.910000  -1.009779   0.277010
  0.911000  -1.010005   0.277071
  0.912000  -1.010231   0.277132
  0.913000  -1.010458   0.277194
  0.914000  -1.010686   0.277255
  0.915000  -1.010914   0.277317
  0.916000  -1.011143   0.277379
  0.917000  -1.011373   0.277441
  0.918000  -1.011604   0.277503
  0.919000  -1.011836   0.277566
  0.920000  -1.012068   0.277629
  0.921000  -1.012301   0.277691
  0.922000  -1.012535   0.277754
  0.923000  -1.012769   0.277818
  0.924000  -1.013005   0.277881
  0.925000  -1.013240   0.277945
  0.926000  -1.013477   0.278008
  0.927000  -1.013715   0.278072
  0.928000  -1.013953   0.278137
  0.929000  -1.014192   0.278201
  0.930000  -1.014431   0.278265
  0.931000  -1.014672   0.278330
  0.932000  -1.014913   0.278395
  0.933000  -1.015154   0.278460
  0.934000  -1.015397   0.278525
  0.935000  -1.015640   0.278590
  0.936000  -1.015884   0.278656
  0.937000  -1.016128   0.278722
  0.938000  -1.016373   0.278788
  0.939000  -1.016619   0.278854
  0.940000  -1.016866   0.278920
  0.941000  -1.017113   0.278986
  0.942000  -1.017361   0.279053
  0.943000  -1.017609   0.279119
  0.944000  -1.017859   0.279186
  0.945000  -1.018108   0.279253
  0.946000  -1.018359   0.279320
  0.947000  -1.018610   0.279388
  0.948000  -1.018862   0.279455
  0.949000  -1.019114   0.279523
  0.950000  -1.019368   0.279591
  0.951000  -1.019621   0.279659
  0.952000  -1.019876   0.279727
  0.953000  -1.020131   0.279795
  0.954000  -1.020387   0.279864
  0.955000  -1.020643   0.279932
  0.956000  -1.020900   0.280001
  0.957000  -1.021157   0.280070
  0.958000  -1.021415   0.280139
  0.959000  -1.021674   0.280208
  0.960000  -1.021934   0.280278
  0.961000  -1.022194   0.280347
  0.962000  -1.022454   0.280417
  0.963000  -1.022715   0.280487
  0.964000  -1.022977   0.280556
  0.965000  -1.023240   0.280627
  0.966000  -1.023503   0.280697
  0.967000  -1.023766   0.280767
  0.968000  -1.024030   0.280838
  0.969000  -1.024295   0.280908
  0.970000  -1.024561   0.280979
  0.971000  -1.024826   0.281050
  0.972000  -1.025093   0.281121
  0.973000  -1.025360   0.281193
  0.974000  -1.025628   0.281264
  0.975000  -1.025896   0.281335
  0.976000  -1.026165   0.281407
  0.977000  -1.026434   0.281479
  0.978000  -1.026704   0.281551
  0.979000  -1.026974   0.281623
  0.980000  -1.027245   0.281695
  0.981000  -1.027517   0.281767
  0.982000  -1.027789   0.281840
  0.983000  -1.028061   0.281912
  0.984000  -1.028334   0.281985
  0.985000  -1.028608   0.282058
  0.986000  -1.028882   0.282131
  0.987000  -1.029157   0.282204
  0.988000  -1.029432   0.282277
  0.989000  -1.029708   0.282351
  0.990000  -1.029984   0.282424
  0.991000  -1.030261   0.282498
  0.992000  -1.030538   0.282572
  0.993000  -1.030816   0.282645
  0.994000  -1.031094   0.282719
  0.995000  -1.031373   0.282794
  0.996000  -1.031652   0.282868
  0.997000  -1.031932   0.282942
  0.998000  -1.032212   0.283017
  0.999000  -1.032493   0.283091
  1.000000  -1.032774   0.283166
  1.001000  -1.033056   0.283241
  1.002000  -1.033338   0.283316
  1.003000  -1.033621   0.283391
  1.004000  -1.033904   0.283466
  1.005000  -1.034188   0.283541
  1.006000  -1.034472   0.283617
  1.007000  -1.034757   0.283692
  1.008000  -1.035042   0.283768
  1.009000  -1.035328   0.283844
  1.010000  -1.035614   0.283919
  1.011000  -1.035900   0.283995
  1.012000  -1.036187   0.284072
  1.013000  -1.036474   0.284148
  1.014000  -1.036762   0.284224
  1.015000  -1.037050   0.284300
  1.016000  -1.037339   0.284377
  1.017000  -1.037628   0.284454
  1.018000  -1.037918   0.284530
  1.019000  -1.038208   0.284607
  1.020000  -1.038498   0.284684
  1.021000  -1.038789   0.284761
  1.022000  -1.039081   0.284838
  1.023000  -1.039372   0.284916
  1.024000  -1.039664   0.284993
  1.025000  -1.039957   0.285070
  1.026000  -1.040250   0.285148
  1.027000  -1.040543   0.285226
  1.028000  -1.040837   0.285303
  1.029000  -1.041131   0.285381
  1.030000  -1.041426   0.285459
  1.031000  -1.041721   0.285537
  1.032000  -1.042017   0.285615
  1.033000  -1.042312   0.285694
  1.034000  -1.042609   0.285772
  1.035000  -1.042905   0.285850
  1.036000  -1.043202   0.285929
  1.037000  -1.043500   0.286008
  1.038000  -1.043798   0.286086
  1.039000  -1.044096   0.286165
  1.040000  -1.044394   0.286244
  1.041000  -1.044693   0.286323
  1.042000  -1.044993   0.286402
  1.043000  -1.045292   0.286481
  1.044000  -1.045592   0.286560
  1.045000  -1.045893   0.286640
  1.046000  -1.046194   0.286719
  1.047000  -1.046495   0.286799
  1.048000  -1.046796   0.286878
  1.049000  -1.047098   0.286958
  1.050000  -1.047400   0.287038
  1.051000  -1.047703   0.287118
  1.052000  -1.048006   0.287198
  1.053000  -1.048309   0.287278
  1.054000  -1.048613   0.287358
  1.055000  -1.048917   0.287438
  1.056000  -1.049221   0.287518
  1.057000  -1.049526   0.287599
  1.058000  -1.049831   0.287679
  1.059000  -1.050136   0.287760
  1.060000  -1.050442   0.287840
  1.061000  -1.050748   0.287921
  1.062000  -1.051054   0.288002
  1.063000  -1.051361   0.288083
  1.064000  -1.051668   0.288163
  1.065000  -1.051975   0.288244
  1.066000  -1.052282   0.288326
  1.067000  -1.052590   0.288407
  1.068000  -1.052898   0.288488
  1.069000  -1.053207   0.288569
  1.070000  -1.053516   0.288651
  1.071000  -1.053825   0.288732
  1.072000  -1.054134   0.288813
  1.073000  -1.054444   0.288895
  1.074000  -1.054754   0.288977
  1.075000  -1.055065   0.289058
  1.076000  -1.055375   0.289140
  1.077000  -1.055686   0.289222
  1.078000  -1.055997   0.289304
  1.079000  -1.056309   0.289386
  1.080000  -1.056621   0.289468
  1.081000  -1.056933   0.289550
  1.082000  -1.057245   0.289632
  1.083000  -1.057558   0.289715
  1.084000  -1.057871   0.289797
  1.085000  -1.058184   0.289879
  1.086000  -1.058497   0.289962
  1.087000  -1.058811   0.290044
  1.088000  -1.059125   0.290127
  1.089000  -1.059439   0.290210
  1.090000  -1.059754   0.290292
  1.091000  -1.060069   0.290375
  1.092000  -1.060384   0.290458
  1.093000  -1.060699   0.290541
  1.094000  -1.061015   0.290624
  1.095000  -1.061330   0.290707
  1.096000  -1.061646   0.290790
  1.097000  -1.061963   0.290873
  1.098000  -1.062279   0.290956
  1.099000  -1.062596   0.291039
  1.100000  -1.062913   0.291123
  1.101000  -1.063231   0.291206
  1.102000  -1.063548   0.291290
  1.103000  -1.063866   0.291373
  1.104000  -1.064184   0.291457
  1.105000  -1.064502   0.291540
  1.106000  -1.064821   0.291624
  1.107000  -1.065139   0.291707
  1.108000  -1.065458   0.291791
  1.109000  -1.065777   0.291875
  1.110000  -1.066097   0.291959
  1.111000  -1.066416   0.292043
  1.112000  -1.066736   0.292127
  1.113000  -1.067056   0.292211
  1.114000  -1.067376   0.292295
  1.115000  -1.067697   0.292379
  1.116000  -1.068017   0.292463
  1.117000  -1.068338   0.292547
  1.118000  -1.068659   0.292631
  1.119000  -1.068981   0.292716
  1.120000  -1.069302   0.292800
  1.121000  -1.069624   0.292884
  1.122000  -1.069946   0.292969
  1.123000  -1.070268   0.293053
  1.124000  -1.070590   0.293138
  1.125000  -1.070913   0.293222
  1.126000  -1.071235   0.293307
  1.127000  -1.071558   0.293392
  1.128000  -1.071881   0.293476
  1.129000  -1.072204   0.293561
  1.130000  -1.072528   0.293646
  1.131000  -1.072851   0.293731
  1.132000  -1.073175   0.293816
  1.133000  -1.073499   0.293901
  1.134000  -1.073823   0.293986
  1.135000  -1.074147   0.294071
  1.136000  -1.074472   0.294156
  1.137000  -1.074797   0.294241
  1.138000  -1.075121   0.294326
  1.139000  -1.075446   0.294411
  1.140000  -1.075771   0.294496
  1.141000  -1.076097   0.294581
  1.142000  -1.076422   0.294666
  1.143000  -1.076748   0.294752
  1.144000  -1.077074   0.294837
  1.145000  -1.077400   0.294922
  1.146000  -1.077726   0.295008
  1.147000  -1.078052   0.295093
  1.148000  -1.078378   0.295179
  1.149000  -1.078705   0.295264
  1.150000  -1.079032   0.295350
  1.151000  -1.079358   0.295435
  1.152000  -1.079685   0.295521
  1.153000  -1.080012   0.295607
  1.154000  -1.080340   0.295692
  1.155000  -1.080667   0.295778
  1.156000  -1.080995   0.295864
  1.157000  -1.081322   0.295949
  1.158000  -1.081650   0.296035
  1.159000  -1.081978   0.296121
  1.160000  -1.082306   0.296207
  1.161000  -1.082634   0.296293
  1.162000  -1.082963   0.296379
  1.163000  -1.083291   0.296464
  1.164000  -1.083620   0.296550
  1.165000  -1.083948   0.296636
  1.166000  -1.084277   0.296722
  1.167000  -1.084606   0.296808
  1.168000  -1.084935   0.296894
  1.169000  -1.085264   0.296981
  1.170000  -1.085594   0.297067
  1.171000  -1.085923   0.297153
  1.172000  -1.086253   0.297239
  1.173000  -1.086582   0.297325
  1.174000  -1.086912   0.297411
  1.175000  -1.087242   0.297497
  1.176000  -1.087572   0.297584
  1.177000  -1.087902   0.297670
  1.178000  -1.088232   0.297756
  1.179000  -1.088562   0.297843
  1.180000  -1.088893   0.297929
  1.181000  -1.089223   0.298015
  1.182000  -1.089554   0.298102
  1.183000  -1.089884   0.298188
  1.184000  -1.090215   0.298274
  1.185000  -1.090546   0.298361
  1.186000  -1.090877   0.298447
  1.187000  -1.091208   0.298534
  1.188000  -1.091539   0.298620
  1.189000  -1.091870   0.298707
  1.190000  -1.092201   0.298793
  1.191000  -1.092532   0.298880
  1.192000  -1.092864   0.298966
  1.193000  -1.093195   0.299053
  1.194000  -1.093527   0.299139
  1.195000  -1.093858   0.299226
  1.196000  -1.094190   0.299313
  1.197000  -1.094522   0.299399
  1.198000  -1.094854   0.299486
  1.199000  -1.095186   0.299573
  1.200000  -1.095517   0.299659
  1.201000  -1.095850   0.299746
  1.202000  -1.096182   0.299833
  1.203000  -1.096514   0.299919
  1.204000  -1.096846   0.300006
  1.205000  -1.097178   0.300093
  1.206000  -1.097511   0.300179
  1.207000  -1.097843   0.300266
  1.208000  -1.098176   0.300353
  1.209000  -1.098508   0.300440
  1.210000  -1.098841   0.300526
  1.211000  -1.099173   0.300613
  1.212000  -1.099506   0.300700
  1.213000  -1.099839   0.300787
  1.214000  -1.100171   0.300874
  1.215000  -1.100504   0.300960
  1.216000  -1.100837   0.301047
  1.217000  -1.101170   0.301134
  1.218000  -1.101503   0.301221
  1.219000  -1.101836   0.301308
  1.220000  -1.102169   0.301395
  1.221000  -1.102502   0.301481
  1.222000  -1.102835   0.301568
  1.223000  -1.103168   0.301655
  1.224000  -1.103501   0.301742
  1.225000  -1.103835   0.301829
  1.226000  -1.104168   0.301916
  1.227000  -1.104501   0.302003
  1.228000  -1.104835   0.302090
  1.229000  -1.105168   0.302176
  1.230000  -1.105501   0.302263
  1.231000  -1.105835   0.302350
  1.232000  -1.106168   0.302437
  1.233000  -1.106501   0.302524
  1.234000  -1.106835   0.302611
  1.235000  -1.107168   0.302698
  1.236000  -1.107502   0.302785
  1.237000  -1.107835   0.302872
  1.238000  -1.108169   0.302959
  1.239000  -1.108502   0.303046
  1.240000  -1.108836   0.303132
  1.241000  -1.109169   0.303219
  1.242000  -1.109503   0.303306
  1.243000  -1.109837   0.303393
  1.244000  -1.110170   0.303480
  1.245000  -1.110504   0.303567
  1.246000  -1.110837   0.303654
  1.247000  -1.111171   0.303741
  1.248000  -1.111505   0.303828
  1.249000  -1.111838   0.303915
  1.250000  -1.112172   0.304001
  1.251000  -1.112505   0.304088
  1.252000  -1.112839   0.304175
  1.253000  -1.113173   0.304262
  1.254000  -1.113506   0.304349
  1.255000  -1.113840   0.304436
  1.256000  -1.114174   0.304523
  1.257000  -1.114507   0.304610
  1.258000  -1.114841   0.304696
  1.259000  -1.115174   0.304783
  1.260000  -1.115508   0.304870
  1.261000  -1.115841   0.304957
  1.262000  -1.116175   0.305044
  1.263000  -1.116508   0.305131
  1.264000  -1.116842   0.305217
  1.265000  -1.117175   0.305304
  1.266000  -1.117509   0.305391
  1.267000  -1.117842   0.305478
  1.268000  -1.118176   0.305565
  1.269000  -1.118509   0.305651
  1.270000  -1.118843   0.305738
  1.271000  -1.119176   0.305825
  1.272000  -1.119509   0.305912
  1.273000  -1.119843   0.305998
  1.274000  -1.120176   0.306085
  1.275000  -1.120509   0.306172
  1.276000  -1.120843   0.306258
  1.277000  -1.121176   0.306345
  1.278000  -1.121509   0.306432
  1.279000  -1.121842   0.306519
  1.280000  -1.122175   0.306605
  1.281000  -1.122508   0.306692
  1.282000  -1.122841   0.306778
  1.283000  -1.123174   0.306865
  1.284000  -1.123507   0.306952
  1.285000  -1.123840   0.307038
  1.286000  -1.124173   0.307125
  1.287000  -1.124506   0.307211
  1.288000  -1.124839   0.307298
  1.289000  -1.125172   0.307385
  1.290000  -1.125504   0.307471
  1.291000  -1.125837   0.307558
  1.292000  -1.126170   0.307644
  1.293000  -1.126502   0.307731
  1.294000  -1.126835   0.307817
  1.295000  -1.127167   0.307904
  1.296000  -1.127500   0.307990
  1.297000  -1.127832   0.308076
  1.298000  -1.128165   0.308163
  1.299000  -1.128497   0.308249
  1.300000  -1.128829   0.308336
  1.301000  -1.129161   0.308422
  1.302000  -1.129494   0.308508
  1.303000  -1.129826   0.308595
  1.304000  -1.130158   0.308681
  1.305000  -1.130490   0.308767
  1.306000  -1.130822   0.308853
  1.307000  -1.131153   0.308940
  1.308000  -1.131485   0.309026
  1.309000  -1.131817   0.309112
  1.310000  -1.132149   0.309198
  1.311000  -1.132480   0.309285
  1.312000  -1.132812   0.309371
  1.313000  -1.133143   0.309457
  1.314000  -1.133475   0.309543
  1.315000  -1.133806   0.309629
  1.316000  -1.134137   0.309715
  1.317000  -1.134468   0.309801
  1.318000  -1.134800   0.309887
  1.319000  -1.135131   0.309973
  1.320000  -1.135462   0.310059
  1.321000  -1.135792   0.310145
  1.322000  -1.136123   0.310231
  1.323000  -1.136454   0.310317
  1.324000  -1.136785   0.310403
  1.325000  -1.137115   0.310489
  1.326000  -1.137446   0.310575
  1.327000  -1.137776   0.310661
  1.328000  -1.138107   0.310746
  1.329000  -1.138437   0.310832
  1.330000  -1.138767   0.310918
  1.331000  -1.139097   0.311004
  1.332000  -1.139427   0.311089
  1.333000  -1.139757   0.311175
  1.334000  -1.140087   0.311261
  1.335000  -1.140417   0.311346
  1.336000  -1.140747   0.311432
  1.337000  -1.141076   0.311518
  1.338000  -1.141406   0.311603
  1.339000  -1.141735   0.311689
  1.340000  -1.142065   0.311774
  1.341000  -1.142394   0.311860
  1.342000  -1.142723   0.311945
  1.343000  -1.143052   0.312031
  1.344000  -1.143381   0.312116
  1.345000  -1.143710   0.312202
  1.346000  -1.144039   0.312287
  1.347000  -1.144368   0.312372
  1.348000  -1.144696   0.312458
  1.349000  -1.145025   0.312543
  1.350000  -1.145353   0.312628
  1.351000  -1.145682   0.312713
  1.352000  -1.146010   0.312799
  1.353000  -1.146338   0.312884
  1.354000  -1.146666   0.312969
  1.355000  -1.146994   0.313054
  1.356000  -1.147322   0.313139
  1.357000  -1.147650   0.313224
  1.358000  -1.147977   0.313309
  1.359000  -1.148305   0.313394
  1.360000  -1.148632   0.313479
  1.361000  -1.148959   0.313564
  1.362000  -1.149287   0.313649
  1.363000  -1.149614   0.313734
  1.364000  -1.149941   0.313819
  1.365000  -1.150268   0.313904
  1.366000  -1.150594   0.313988
  1.367000  -1.150921   0.314073
  1.368000  -1.151247   0.314158
  1.369000  -1.151574   0.314243
  1.370000  -1.151900   0.314327
  1.371000  -1.152226   0.314412
  1.372000  -1.152553   0.314497
  1.373000  -1.152878   0.314581
  1.374000  -1.153204   0.314666
  1.375000  -1.153530   0.314750
  1.376000  -1.153856   0.314835
  1.377000  -1.154181   0.314919
  1.378000  -1.154507   0.315004
  1.379000  -1.154832   0.315088
  1.380000  -1.155157   0.315172
  1.381000  -1.155482   0.315257
  1.382000  -1.155807   0.315341
  1.383000  -1.156132   0.315425
  1.384000  -1.156456   0.315509
  1.385000  -1.156781   0.315594
  1.386000  -1.157105   0.315678
  1.387000  -1.157430   0.315762
  1.388000  -1.157754   0.315846
  1.389000  -1.158078   0.315930
  1.390000  -1.158402   0.316014
  1.391000  -1.158726   0.316098
  1.392000  -1.159049   0.316182
  1.393000  -1.159373   0.316266
  1.394000  -1.159696   0.316350
  1.395000  -1.160019   0.316434
  1.396000  -1.160343   0.316517
  1.397000  -1.160666   0.316601
  1.398000  -1.160988   0.316685
  1.399000  -1.161311   0.316769
  1.400000  -1.161634   0.316852
  1.401000  -1.161956   0.316936
  1.402000  -1.162279   0.317020
  1.403000  -1.162601   0.317103
  1.404000  -1.162923   0.317187
  1.405000  -1.163245   0.317270
  1.406000  -1.163567   0.317354
  1.407000  -1.163888   0.317437
  1.408000  -1.164210   0.317520
  1.409000  -1.164531   0.317604
  1.410000  -1.164853   0.317687
  1.411000  -1.165174   0.317770
  1.412000  -1.165495   0.317853
  1.413000  -1.165816   0.317937
  1.414000  -1.166136   0.318020
  1.415000  -1.166457   0.318103
